lambda1, lambda2, lambda3, fidelidad
-1.0,1.0,-1,0.6004759780798135
-0.9591836734693877,0.9591836734693877,-1,0.6037673628144988
-0.9183673469387755,0.9183673469387754,-1,0.6221024157776027
-0.8775510204081632,0.8775510204081631,-1,0.627486187049163
-0.8367346938775511,0.8367346938775508,-1,0.6405350672216229
-0.7959183673469388,0.7959183673469385,-1,0.6506173826162402
-0.7551020408163265,0.7551020408163265,-1,0.6647063671209088
-0.7142857142857143,0.7142857142857142,-1,0.6652205656492736
-0.6734693877551021,0.6734693877551019,-1,0.6784532966323722
-0.6326530612244898,0.6326530612244896,-1,0.690689628674368
-0.5918367346938775,0.5918367346938773,-1,0.6966976861705997
-0.5510204081632654,0.5510204081632653,-1,0.6992705005070594
-0.5102040816326531,0.510204081632653,-1,0.6989854245477349
-0.4693877551020409,0.46938775510204067,-1,0.7038572682966064
-0.4285714285714286,0.4285714285714284,-1,0.7038170986658236
-0.3877551020408164,0.3877551020408163,-1,0.7063089432441076
-0.34693877551020413,0.346938775510204,-1,0.7100702292426313
-0.30612244897959184,0.30612244897959173,-1,0.7066900234531639
-0.26530612244897966,0.26530612244897944,-1,0.7061464090190739
-0.22448979591836737,0.22448979591836715,-1,0.7118031313167061
-0.1836734693877552,0.18367346938775508,-1,0.707067284319187
-0.1428571428571429,0.1428571428571428,-1,0.7065120195143932
-0.10204081632653073,0.1020408163265305,-1,0.7067691304382622
-0.061224489795918435,0.06122448979591821,-1,0.7103967932875572
-0.020408163265306145,0.020408163265306145,-1,0.7068889288217179
0.020408163265306145,-0.020408163265306145,-1,0.7097936208804362
0.06122448979591821,-0.061224489795918435,-1,0.7157088450972702
0.1020408163265305,-0.10204081632653073,-1,0.7091651377519166
0.1428571428571428,-0.1428571428571429,-1,0.715251756248897
0.18367346938775508,-0.1836734693877552,-1,0.7165752147352118
0.22448979591836715,-0.22448979591836737,-1,0.7117087239731101
0.26530612244897944,-0.26530612244897966,-1,0.7071220759126053
0.30612244897959173,-0.30612244897959184,-1,0.7147211525591994
0.346938775510204,-0.34693877551020413,-1,0.7125231598217364
0.3877551020408163,-0.3877551020408164,-1,0.7146949520056233
0.4285714285714284,-0.4285714285714286,-1,0.7187198371584406
0.46938775510204067,-0.4693877551020409,-1,0.7146206513465243
0.510204081632653,-0.5102040816326531,-1,0.7152423672490916
0.5510204081632653,-0.5510204081632654,-1,0.717704066558466
0.5918367346938773,-0.5918367346938775,-1,0.7139912419166576
0.6326530612244896,-0.6326530612244898,-1,0.7163708936852223
0.6734693877551019,-0.6734693877551021,-1,0.7160045115804254
0.7142857142857142,-0.7142857142857143,-1,0.7111366862334596
0.7551020408163265,-0.7551020408163265,-1,0.6998421533499504
0.7959183673469385,-0.7959183673469388,-1,0.6997645953630381
0.8367346938775508,-0.8367346938775511,-1,0.6853641433118647
0.8775510204081631,-0.8775510204081632,-1,0.6760562327983113
0.9183673469387754,-0.9183673469387755,-1,0.6690368852091693
0.9591836734693877,-0.9591836734693877,-1,0.6636623029338936
1.0,-1.0,-1,0.6513469777894303
