lambda1, lambda2, lambda3, fidelidad
-1.0,-1.0,1,0.5780981279654288
-0.9591836734693877,-0.9591836734693877,1,0.5927358101911477
-0.9183673469387755,-0.9183673469387755,1,0.6024202828641316
-0.8775510204081632,-0.8775510204081632,1,0.6177935966100689
-0.8367346938775511,-0.8367346938775511,1,0.6242032958711092
-0.7959183673469388,-0.7959183673469388,1,0.6392572074921321
-0.7551020408163265,-0.7551020408163265,1,0.647711399795845
-0.7142857142857143,-0.7142857142857143,1,0.6562090626382484
-0.6734693877551021,-0.6734693877551021,1,0.6651182743970592
-0.6326530612244898,-0.6326530612244898,1,0.6846782755611474
-0.5918367346938775,-0.5918367346938775,1,0.683445550171526
-0.5510204081632654,-0.5510204081632654,1,0.6948634832244591
-0.5102040816326531,-0.5102040816326531,1,0.7106727431917621
-0.4693877551020409,-0.4693877551020409,1,0.7182977221450796
-0.4285714285714286,-0.4285714285714286,1,0.7154643675124726
-0.3877551020408164,-0.3877551020408164,1,0.7223326034699349
-0.34693877551020413,-0.34693877551020413,1,0.7252140500525368
-0.30612244897959184,-0.30612244897959184,1,0.7205742344065601
-0.26530612244897966,-0.26530612244897966,1,0.7196028949857496
-0.22448979591836737,-0.22448979591836737,1,0.7180105881621272
-0.1836734693877552,-0.1836734693877552,1,0.7274772692860884
-0.1428571428571429,-0.1428571428571429,1,0.7185397574722301
-0.10204081632653073,-0.10204081632653073,1,0.7196014114393926
-0.061224489795918435,-0.061224489795918435,1,0.7209789311695023
-0.020408163265306145,-0.020408163265306145,1,0.7121242735218551
0.020408163265306145,0.020408163265306145,1,0.7172642753300051
0.06122448979591821,0.06122448979591821,1,0.7203782067738795
0.1020408163265305,0.1020408163265305,1,0.7208804471120787
0.1428571428571428,0.1428571428571428,1,0.7237561971089899
0.18367346938775508,0.18367346938775508,1,0.7185823666359907
0.22448979591836715,0.22448979591836715,1,0.7177749657313235
0.26530612244897944,0.26530612244897944,1,0.7196034723442288
0.30612244897959173,0.30612244897959173,1,0.7175676493139571
0.346938775510204,0.346938775510204,1,0.7164426915111188
0.3877551020408163,0.3877551020408163,1,0.7193948070431534
0.4285714285714284,0.4285714285714284,1,0.7202465432119953
0.46938775510204067,0.46938775510204067,1,0.7213031297565171
0.510204081632653,0.510204081632653,1,0.7169298023264424
0.5510204081632653,0.5510204081632653,1,0.7204784532543732
0.5918367346938773,0.5918367346938773,1,0.717030855218489
0.6326530612244896,0.6326530612244896,1,0.716996239359969
0.6734693877551019,0.6734693877551019,1,0.718648442460188
0.7142857142857142,0.7142857142857142,1,0.707139052180576
0.7551020408163265,0.7551020408163265,1,0.6976901829488582
0.7959183673469385,0.7959183673469385,1,0.6939943485237574
0.8367346938775508,0.8367346938775508,1,0.6779935687247122
0.8775510204081631,0.8775510204081631,1,0.6722537283135988
0.9183673469387754,0.9183673469387754,1,0.6631559561469469
0.9591836734693877,0.9591836734693877,1,0.6531091936545328
1.0,1.0,1,0.647037430011856
