0,1
13236,6764
10178,9822
10322,9678
8364,11636
10203,9797
10157,9843
10517,9483
6947,13053
10433,9567
10380,9620
10528,9472
8228,11772
13351,6649
10261,9739
10218,9782
7998,12002
10207,9793
10089,9911
10432,9568
6765,13235
10369,9631
10501,9499
10341,9659
8776,11224
13258,6742
10286,9714
10309,9691
7967,12033
10236,9764
10134,9866
10603,9397
7428,12572
10543,9457
10564,9436
10365,9635
7825,12175
13329,6671
10361,9639
10194,9806
7886,12114
10155,9845
10229,9771
10634,9366
7446,12554
10504,9496
10562,9438
10455,9545
8184,11816
13326,6674
10134,9866
10439,9561
7772,12228
10293,9707
10268,9732
10556,9444
7676,12324
10425,9575
10911,9089
10578,9422
8576,11424
13275,6725
10214,9786
10273,9727
7636,12364
10141,9859
10326,9674
10309,9691
7716,12284
10552,9448
10586,9414
10353,9647
9080,10920
13137,6863
10154,9846
10285,9715
7958,12042
10314,9686
10206,9794
10656,9344
7998,12002
10319,9681
10517,9483
10486,9514
7177,12823
13257,6743
10454,9546
10163,9837
7926,12074
10366,9634
10353,9647
10499,9501
8000,12000
10481,9519
10599,9401
10570,9430
7465,12535
13271,6729
10219,9781
10256,9744
7915,12085
10327,9673
10094,9906
10684,9316
7928,12072
10327,9673
10688,9312
10219,9781
7989,12011
13164,6836
10128,9872
10062,9938
8214,11786
10274,9726
10321,9679
10655,9345
8018,11982
10441,9559
10579,9421
10195,9805
8613,11387
13315,6685
10275,9725
10146,9854
8111,11889
10311,9689
10214,9786
10475,9525
7783,12217
10577,9423
10767,9233
10413,9587
9052,10948
13260,6740
10213,9787
10363,9637
8084,11916
10223,9777
10225,9775
10606,9394
7804,12196
10479,9521
10574,9426
10414,9586
9670,10330
13054,6946
10263,9737
10269,9731
8132,11868
10260,9740
10172,9828
10686,9314
8497,11503
10549,9451
10631,9369
10350,9650
6668,13332
13186,6814
10200,9800
10169,9831
8320,11680
10426,9574
10210,9790
10492,9508
8458,11542
10434,9566
10642,9358
10399,9601
6942,13058
13310,6690
10359,9641
10191,9809
8247,11753
10183,9817
10182,9818
10670,9330
8536,11464
10300,9700
10483,9517
10457,9543
7634,12366
13168,6832
10452,9548
10281,9719
7922,12078
10291,9709
10175,9825
10763,9237
8548,11452
10303,9697
10767,9233
10300,9700
8180,11820
13191,6809
10102,9898
10286,9714
8145,11855
10182,9818
10266,9734
10503,9497
8343,11657
10376,9624
10744,9256
10446,9554
8457,11543
13293,6707
10302,9698
10193,9807
7706,12294
10153,9847
10260,9740
10487,9513
8354,11646
10367,9633
