tau1,tau2,tau3,fidelity
-1.0,-1.0,1,0.5574294453042192
-0.9591836734693877,-0.9591836734693877,1,0.5793855955907913
-0.9183673469387755,-0.9183673469387755,1,0.5894715275353869
-0.8775510204081632,-0.8775510204081632,1,0.5978356392977431
-0.8367346938775511,-0.8367346938775511,1,0.5975866750725721
-0.7959183673469388,-0.7959183673469388,1,0.6093592206473024
-0.7551020408163265,-0.7551020408163265,1,0.6209941457009174
-0.7142857142857143,-0.7142857142857143,1,0.6449004903705815
-0.6734693877551021,-0.6734693877551021,1,0.6561542608125621
-0.6326530612244898,-0.6326530612244898,1,0.6653746701631988
-0.5918367346938775,-0.5918367346938775,1,0.6692910835136807
-0.5510204081632654,-0.5510204081632654,1,0.6800217545610183
-0.5102040816326531,-0.5102040816326531,1,0.6928640878959866
-0.4693877551020409,-0.4693877551020409,1,0.7041453637965731
-0.4285714285714286,-0.4285714285714286,1,0.7090578150679357
-0.3877551020408164,-0.3877551020408164,1,0.7299659928550626
-0.34693877551020413,-0.34693877551020413,1,0.7351233878825333
-0.30612244897959184,-0.30612244897959184,1,0.7450742059821817
-0.26530612244897966,-0.26530612244897966,1,0.717053029002942
-0.22448979591836737,-0.22448979591836737,1,0.7406552413493371
-0.1836734693877552,-0.1836734693877552,1,0.7366692277497655
-0.1428571428571429,-0.1428571428571429,1,0.738862200820464
-0.10204081632653073,-0.10204081632653073,1,0.7180781697888281
-0.061224489795918435,-0.061224489795918435,1,0.7149552457169236
-0.020408163265306145,-0.020408163265306145,1,0.7332798680679103
0.020408163265306145,0.020408163265306145,1,0.7173361603815593
0.06122448979591821,0.06122448979591821,1,0.7183576144225291
0.1020408163265305,0.1020408163265305,1,0.721352866889736
0.1428571428571428,0.1428571428571428,1,0.7372349228099372
0.18367346938775508,0.18367346938775508,1,0.7188560529124589
0.22448979591836715,0.22448979591836715,1,0.7097116757404595
0.26530612244897944,0.26530612244897944,1,0.7173274426501073
0.30612244897959173,0.30612244897959173,1,0.7392394059850018
0.346938775510204,0.346938775510204,1,0.7085430826023669
0.3877551020408163,0.3877551020408163,1,0.7068332133850692
0.4285714285714284,0.4285714285714284,1,0.7413499213592416
0.46938775510204067,0.46938775510204067,1,0.7122391983616263
0.510204081632653,0.510204081632653,1,0.744658178931304
0.5510204081632653,0.5510204081632653,1,0.7115334530789821
0.5918367346938773,0.5918367346938773,1,0.7385318317388252
0.6326530612244896,0.6326530612244896,1,0.7290184476675337
0.6734693877551019,0.6734693877551019,1,0.708061694646033
0.7142857142857142,0.7142857142857142,1,0.7131928312817104
0.7551020408163265,0.7551020408163265,1,0.7137402166520157
0.7959183673469385,0.7959183673469385,1,0.6906260727378952
0.8367346938775508,0.8367346938775508,1,0.6878248251174263
0.8775510204081631,0.8775510204081631,1,0.6815748462566387
0.9183673469387754,0.9183673469387754,1,0.6710846110275133
0.9591836734693877,0.9591836734693877,1,0.6447183255739118
1.0,1.0,1,0.6375220499804471
