lambda1, lambda2, lambda3, fidelidad
-0.9047619047619048,0.4285714285714284,-0.5,0.7374118593182806
-0.9047619047619048,0.5238095238095237,-0.5,0.739297263560027
-0.8095238095238095,0.33333333333333326,-0.5,0.7594257830222845
-0.8095238095238095,0.4285714285714284,-0.5,0.758292341295851
-0.8095238095238095,0.5238095238095237,-0.5,0.7503341969964696
-0.8095238095238095,0.6190476190476191,-0.5,0.7395171794739257
-0.7142857142857143,0.23809523809523814,-0.5,0.78399253794002
-0.7142857142857143,0.33333333333333326,-0.5,0.7850342554994253
-0.7142857142857143,0.4285714285714284,-0.5,0.7683477641236948
-0.7142857142857143,0.5238095238095237,-0.5,0.7635341034204306
-0.7142857142857143,0.6190476190476191,-0.5,0.7539856503324569
-0.7142857142857143,0.7142857142857142,-0.5,0.7391025997123859
-0.6190476190476191,0.1428571428571428,-0.5,0.8072200441904418
-0.6190476190476191,0.23809523809523814,-0.5,0.8039284935007959
-0.6190476190476191,0.33333333333333326,-0.5,0.7978176439333093
-0.6190476190476191,0.4285714285714284,-0.5,0.7798569981550708
-0.6190476190476191,0.5238095238095237,-0.5,0.7706422199953589
-0.6190476190476191,0.6190476190476191,-0.5,0.7629650093090438
-0.6190476190476191,0.7142857142857142,-0.5,0.7457920988435304
-0.6190476190476191,0.8095238095238093,-0.5,0.7369054730495604
-0.5238095238095238,0.04761904761904745,-0.5,0.8200949426484876
-0.5238095238095238,0.1428571428571428,-0.5,0.8169001430758249
-0.5238095238095238,0.23809523809523814,-0.5,0.8186733350161257
-0.5238095238095238,0.33333333333333326,-0.5,0.8086728068851863
-0.5238095238095238,0.4285714285714284,-0.5,0.7967625619211236
-0.5238095238095238,0.5238095238095237,-0.5,0.7856165276814225
-0.5238095238095238,0.6190476190476191,-0.5,0.7685559104811376
-0.5238095238095238,0.7142857142857142,-0.5,0.7584362966590642
-0.5238095238095238,0.8095238095238093,-0.5,0.7498753963745721
-0.5238095238095238,0.9047619047619047,-0.5,0.7339906428458767
-0.4285714285714286,-0.04761904761904767,-0.5,0.835556844157783
-0.4285714285714286,0.04761904761904745,-0.5,0.8307872270569605
-0.4285714285714286,0.1428571428571428,-0.5,0.83173124221036
-0.4285714285714286,0.23809523809523814,-0.5,0.8284798565527984
-0.4285714285714286,0.33333333333333326,-0.5,0.8194164440683516
-0.4285714285714286,0.4285714285714284,-0.5,0.812898895151878
-0.4285714285714286,0.5238095238095237,-0.5,0.7964304224130507
-0.4285714285714286,0.6190476190476191,-0.5,0.779617642023042
-0.4285714285714286,0.7142857142857142,-0.5,0.7713764823156981
-0.4285714285714286,0.8095238095238093,-0.5,0.7580277145582399
-0.4285714285714286,0.9047619047619047,-0.5,0.745861619195108
-0.33333333333333337,-0.1428571428571429,-0.5,0.8270335027856718
-0.33333333333333337,-0.04761904761904767,-0.5,0.8327177619613364
-0.33333333333333337,0.04761904761904745,-0.5,0.8298505755349433
-0.33333333333333337,0.1428571428571428,-0.5,0.8297496919484433
-0.33333333333333337,0.23809523809523814,-0.5,0.8324351704422545
-0.33333333333333337,0.33333333333333326,-0.5,0.8271003745280054
-0.33333333333333337,0.4285714285714284,-0.5,0.823895392808879
-0.33333333333333337,0.5238095238095237,-0.5,0.8039437993698292
-0.33333333333333337,0.6190476190476191,-0.5,0.7976876564917526
-0.33333333333333337,0.7142857142857142,-0.5,0.783798432608765
-0.33333333333333337,0.8095238095238093,-0.5,0.7671613912120605
-0.23809523809523814,-0.23809523809523814,-0.5,0.8364724613086548
-0.23809523809523814,-0.1428571428571429,-0.5,0.8314036743883353
-0.23809523809523814,-0.04761904761904767,-0.5,0.8304751320372736
-0.23809523809523814,0.04761904761904745,-0.5,0.835805312293869
-0.23809523809523814,0.1428571428571428,-0.5,0.8278396478673009
-0.23809523809523814,0.23809523809523814,-0.5,0.8230917439881049
-0.23809523809523814,0.33333333333333326,-0.5,0.8266839192771316
-0.23809523809523814,0.4285714285714284,-0.5,0.8253351589238145
-0.23809523809523814,0.5238095238095237,-0.5,0.8151459429726253
-0.23809523809523814,0.6190476190476191,-0.5,0.8067042816414248
-0.23809523809523814,0.7142857142857142,-0.5,0.7937089082170459
-0.1428571428571429,-0.33333333333333337,-0.5,0.8418833769024557
-0.1428571428571429,-0.23809523809523814,-0.5,0.8321216247761017
-0.1428571428571429,-0.1428571428571429,-0.5,0.8307560421607928
-0.1428571428571429,-0.04761904761904767,-0.5,0.8328938249809595
-0.1428571428571429,0.04761904761904745,-0.5,0.833049779398719
-0.1428571428571429,0.1428571428571428,-0.5,0.830894024058202
-0.1428571428571429,0.23809523809523814,-0.5,0.8277951969060331
-0.1428571428571429,0.33333333333333326,-0.5,0.8258764112191769
-0.1428571428571429,0.4285714285714284,-0.5,0.8232885938033905
-0.1428571428571429,0.5238095238095237,-0.5,0.8269933220139071
-0.1428571428571429,0.6190476190476191,-0.5,0.8108219541673058
-0.04761904761904767,-0.4285714285714286,-0.5,0.836340803932892
-0.04761904761904767,-0.33333333333333337,-0.5,0.8323449669056907
-0.04761904761904767,-0.23809523809523814,-0.5,0.8317528208488361
-0.04761904761904767,-0.1428571428571429,-0.5,0.8358348825613341
-0.04761904761904767,-0.04761904761904767,-0.5,0.8308916488304072
-0.04761904761904767,0.04761904761904745,-0.5,0.8343819292924282
-0.04761904761904767,0.1428571428571428,-0.5,0.8296290382702102
-0.04761904761904767,0.23809523809523814,-0.5,0.8264107886877745
-0.04761904761904767,0.33333333333333326,-0.5,0.8288347298403208
-0.04761904761904767,0.4285714285714284,-0.5,0.8224432246652345
-0.04761904761904767,0.5238095238095237,-0.5,0.8171748988179692
0.04761904761904745,-0.5238095238095238,-0.5,0.8309719749424365
0.04761904761904745,-0.4285714285714286,-0.5,0.8353523877377704
0.04761904761904745,-0.33333333333333337,-0.5,0.8320651182966341
0.04761904761904745,-0.23809523809523814,-0.5,0.830735390162966
0.04761904761904745,-0.1428571428571429,-0.5,0.8379892528583492
0.04761904761904745,-0.04761904761904767,-0.5,0.832907208161242
0.04761904761904745,0.04761904761904745,-0.5,0.829903423504205
0.04761904761904745,0.1428571428571428,-0.5,0.8299786890622713
0.04761904761904745,0.23809523809523814,-0.5,0.8303908477675196
0.04761904761904745,0.33333333333333326,-0.5,0.8200176713182352
0.04761904761904745,0.4285714285714284,-0.5,0.8270546825363014
0.1428571428571428,-0.6190476190476191,-0.5,0.8283156674300093
0.1428571428571428,-0.5238095238095238,-0.5,0.8350001238836322
0.1428571428571428,-0.4285714285714286,-0.5,0.8336201363143882
0.1428571428571428,-0.33333333333333337,-0.5,0.8395471384377469
0.1428571428571428,-0.23809523809523814,-0.5,0.8377216406017546
0.1428571428571428,-0.1428571428571429,-0.5,0.831569548599209
0.1428571428571428,-0.04761904761904767,-0.5,0.8358466023215747
0.1428571428571428,0.04761904761904745,-0.5,0.8326721022564381
0.1428571428571428,0.1428571428571428,-0.5,0.8350384260163943
0.1428571428571428,0.23809523809523814,-0.5,0.828436930071755
0.1428571428571428,0.33333333333333326,-0.5,0.8247098152312364
0.23809523809523814,-0.7142857142857143,-0.5,0.8086789589870534
0.23809523809523814,-0.6190476190476191,-0.5,0.820520789647355
0.23809523809523814,-0.5238095238095238,-0.5,0.8345304568235266
0.23809523809523814,-0.4285714285714286,-0.5,0.8338251639496942
0.23809523809523814,-0.33333333333333337,-0.5,0.8357581964499954
0.23809523809523814,-0.23809523809523814,-0.5,0.8306088036491766
0.23809523809523814,-0.1428571428571429,-0.5,0.8272629693091397
0.23809523809523814,-0.04761904761904767,-0.5,0.8378625066657136
0.23809523809523814,0.04761904761904745,-0.5,0.8286188144077935
0.23809523809523814,0.1428571428571428,-0.5,0.8312753275919671
0.23809523809523814,0.23809523809523814,-0.5,0.8219842552398122
0.33333333333333326,-0.8095238095238095,-0.5,0.7823224153281086
0.33333333333333326,-0.7142857142857143,-0.5,0.809440363580211
0.33333333333333326,-0.6190476190476191,-0.5,0.8228890185266756
0.33333333333333326,-0.5238095238095238,-0.5,0.8290807722501234
0.33333333333333326,-0.4285714285714286,-0.5,0.8343215679708382
0.33333333333333326,-0.33333333333333337,-0.5,0.8339967231255537
0.33333333333333326,-0.23809523809523814,-0.5,0.8294040523853403
0.33333333333333326,-0.1428571428571429,-0.5,0.8262060457899127
0.33333333333333326,-0.04761904761904767,-0.5,0.8356624406721015
0.33333333333333326,0.04761904761904745,-0.5,0.8367979902180074
0.33333333333333326,0.1428571428571428,-0.5,0.829685439994563
0.4285714285714284,-0.9047619047619048,-0.5,0.7544536019252728
0.4285714285714284,-0.8095238095238095,-0.5,0.7787655873803354
0.4285714285714284,-0.7142857142857143,-0.5,0.8035288628030524
0.4285714285714284,-0.6190476190476191,-0.5,0.8115506821698328
0.4285714285714284,-0.5238095238095238,-0.5,0.8279764995185243
0.4285714285714284,-0.4285714285714286,-0.5,0.8233953086065974
0.4285714285714284,-0.33333333333333337,-0.5,0.8329693080675209
0.4285714285714284,-0.23809523809523814,-0.5,0.8321037473663799
0.4285714285714284,-0.1428571428571429,-0.5,0.8290034397666615
0.4285714285714284,-0.04761904761904767,-0.5,0.8252068902981199
0.4285714285714284,0.04761904761904745,-0.5,0.8329125661091971
0.5238095238095237,-0.9047619047619048,-0.5,0.7598463224609954
0.5238095238095237,-0.8095238095238095,-0.5,0.7766538035162472
0.5238095238095237,-0.7142857142857143,-0.5,0.7967700999204341
0.5238095238095237,-0.6190476190476191,-0.5,0.8051144110773429
0.5238095238095237,-0.5238095238095238,-0.5,0.8138865388730452
0.5238095238095237,-0.4285714285714286,-0.5,0.8182462379836432
0.5238095238095237,-0.33333333333333337,-0.5,0.8232302667573397
0.5238095238095237,-0.23809523809523814,-0.5,0.831964921919494
0.5238095238095237,-0.1428571428571429,-0.5,0.831415706313748
0.5238095238095237,-0.04761904761904767,-0.5,0.8253021474316785
0.6190476190476191,-0.8095238095238095,-0.5,0.7769773413134243
0.6190476190476191,-0.7142857142857143,-0.5,0.785328316386528
0.6190476190476191,-0.6190476190476191,-0.5,0.7961361410677246
0.6190476190476191,-0.5238095238095238,-0.5,0.8012096013018815
0.6190476190476191,-0.4285714285714286,-0.5,0.8143281792093757
0.6190476190476191,-0.33333333333333337,-0.5,0.8210197514530281
0.6190476190476191,-0.23809523809523814,-0.5,0.8134487412333969
0.6190476190476191,-0.1428571428571429,-0.5,0.8214280797103432
0.7142857142857142,-0.7142857142857143,-0.5,0.7732137385261717
0.7142857142857142,-0.6190476190476191,-0.5,0.7778621882226694
0.7142857142857142,-0.5238095238095238,-0.5,0.7930990720912692
0.7142857142857142,-0.4285714285714286,-0.5,0.7986611917103635
0.7142857142857142,-0.33333333333333337,-0.5,0.8083055854246737
0.7142857142857142,-0.23809523809523814,-0.5,0.8062450851849674
0.8095238095238093,-0.6190476190476191,-0.5,0.7705070030844514
0.8095238095238093,-0.5238095238095238,-0.5,0.7787330195019236
0.8095238095238093,-0.4285714285714286,-0.5,0.7702301043026538
0.8095238095238093,-0.33333333333333337,-0.5,0.7764029135689753
0.9047619047619047,-0.5238095238095238,-0.5,0.7591653738010271
0.9047619047619047,-0.4285714285714286,-0.5,0.7575792064002096
