0,1
8370,11630
10176,9824
10271,9729
12858,7142
10299,9701
10133,9867
10626,9374
6139,13861
10344,9656
10644,9356
10164,9836
12358,7642
8282,11718
10103,9897
10178,9822
12753,7247
10206,9794
10282,9718
10598,9402
5974,14026
10194,9806
10551,9449
10187,9813
12783,7217
8373,11627
10313,9687
10127,9873
12728,7272
10154,9846
10197,9803
10651,9349
6624,13376
10291,9709
10681,9319
10218,9782
11869,8131
8315,11685
10236,9764
10120,9880
12957,7043
10171,9829
10310,9690
10607,9393
6618,13382
10268,9732
10617,9383
10174,9826
12232,7768
8408,11592
10139,9861
10226,9774
12719,7281
10220,9780
10190,9810
10515,9485
6513,13487
10297,9703
10536,9464
10228,9772
12849,7151
8453,11547
10115,9885
10143,9857
12664,7336
10206,9794
10235,9765
10504,9496
6537,13463
10348,9652
10629,9371
10231,9769
13423,6577
8328,11672
10185,9815
10173,9827
12990,7010
10248,9752
10102,9898
10553,9447
7100,12900
10389,9611
10675,9325
10176,9824
11480,8520
8394,11606
10181,9819
10234,9766
12930,7070
10308,9692
10106,9894
10619,9381
6959,13041
10302,9698
10669,9331
10112,9888
11743,8257
8439,11561
10125,9875
10216,9784
12911,7089
10270,9730
10070,9930
10640,9360
7159,12841
10321,9679
10692,9308
10199,9801
12208,7792
8424,11576
10199,9801
10161,9839
12924,7076
10089,9911
10177,9823
10619,9381
6965,13035
10389,9611
10607,9393
10065,9935
12810,7190
8365,11635
10163,9837
10248,9752
12877,7123
10154,9846
10109,9891
10622,9378
7001,12999
10361,9639
10795,9205
10164,9836
13380,6620
8454,11546
10259,9741
10094,9906
12704,7296
10112,9888
10197,9803
10736,9264
6955,13045
10271,9729
10584,9416
10227,9773
13741,6259
8308,11692
10159,9841
10166,9834
13077,6923
10361,9639
10133,9867
10634,9366
7566,12434
10227,9773
10801,9199
10095,9905
10807,9193
8225,11775
10356,9644
10186,9814
13032,6968
10238,9762
10189,9811
10728,9272
7550,12450
10359,9641
10726,9274
10189,9811
11344,8656
8285,11715
10327,9673
10154,9846
12954,7046
10157,9843
10122,9878
10700,9300
7606,12394
10335,9665
10677,9323
10230,9770
11899,8101
8510,11490
10311,9689
10248,9752
12877,7123
10240,9760
10185,9815
10476,9524
7575,12425
10247,9753
10598,9402
9930,10070
12235,7765
8422,11578
10190,9810
10207,9793
12881,7119
10156,9844
10256,9744
10682,9318
7489,12511
10244,9756
10755,9245
10148,9852
12724,7276
8407,11593
10258,9742
10143,9857
12845,7155
10150,9850
10278,9722
10634,9366
7415,12585
10399,9601
10717,9283
10107,9893
13239,6761
8487,11513
10272,9728
10354,9646
12809,7191
10109,9891
10240,9760
10706,9294
7501,12499
10368,9632
10561,9439
10239,9761
13763,6237
8497,11503
10275,9725
10269,9731
12724,7276
10189,9811
10166,9834
10529,9471
7422,12578
10327,9673
10727,9273
10139,9861
14176,5824
8415,11585
10293,9707
10243,9757
13166,6834
10423,9577
10379,9621
10758,9242
8113,11887
10334,9666
10722,9278
10268,9732
10450,9550
8442,11558
10183,9817
10164,9836
13127,6873
10047,9953
10151,9849
10805,9195
8129,11871
10187,9813
10697,9303
10414,9586
10845,9155
8255,11745
10295,9705
10170,9830
13107,6893
10282,9718
10250,9750
10653,9347
7999,12001
10347,9653
10845,9155
10224,9776
11219,8781
8380,11620
10150,9850
10127,9873
13090,6910
10040,9960
10179,9821
10745,9255
7922,12078
10318,9682
10662,9338
10323,9677
11838,8162
8452,11548
10228,9772
10226,9774
13017,6983
10184,9816
10125,9875
10612,9388
7910,12090
10344,9656
10800,9200
10392,9608
12252,7748
8374,11626
10300,9700
10123,9877
12938,7062
10126,9874
10246,9754
10598,9402
7966,12034
10289,9711
10703,9297
10091,9909
12734,7266
8589,11411
10165,9835
10254,9746
12831,7169
10123,9877
10210,9790
10763,9237
7847,12153
10291,9709
10563,9437
10268,9732
13177,6823
8438,11562
10303,9697
10139,9861
12834,7166
10176,9824
10151,9849
10640,9360
7948,12052
10212,9788
10605,9395
10249,9751
13507,6493
8529,11471
10167,9833
10187,9813
12761,7239
10281,9719
10142,9858
10701,9299
7871,12129
10406,9594
10675,9325
10210,9790
14161,5839
8628,11372
10152,9848
10129,9871
12858,7142
10109,9891
10130,9870
10724,9276
7891,12109
10330,9670
10742,9258
10275,9725
14562,5438
8242,11758
10320,9680
10179,9821
13241,6759
10209,9791
10168,9832
10652,9348
8464,11536
10245,9755
10863,9137
10371,9629
9898,10102
8316,11684
10277,9723
10123,9877
13191,6809
10159,9841
10212,9788
10805,9195
8470,11530
10371,9629
10778,9222
10281,9719
10357,9643
8318,11682
10297,9703
10166,9834
13069,6931
10137,9863
10232,9768
10702,9298
8363,11637
10267,9733
10701,9299
10296,9704
10825,9175
8337,11663
10165,9835
10167,9833
13105,6895
10196,9804
10143,9857
10747,9253
8485,11515
10359,9641
10708,9292
10306,9694
11398,8602
8340,11660
10252,9748
10126,9874
12988,7012
10241,9759
10156,9844
10634,9366
8459,11541
10317,9683
10779,9221
10227,9773
11748,8252
8369,11631
10130,9870
10217,9783
12976,7024
10269,9731
10079,9921
10730,9270
8405,11595
10342,9658
10630,9370
10335,9665
12430,7570
8504,11496
10156,9844
10091,9909
12957,7043
10183,9817
10191,9809
10732,9268
8405,11595
10323,9677
10776,9224
10245,9755
12779,7221
8482,11518
10142,9858
10334,9666
12893,7107
10205,9795
10251,9749
10629,9371
8365,11635
10385,9615
10681,9319
10205,9795
13152,6848
8514,11486
10156,9844
10117,9883
12782,7218
10086,9914
10190,9810
10638,9362
8366,11634
10381,9619
10671,9329
10370,9630
13710,6290
8510,11490
10245,9755
10221,9779
12845,7155
10160,9840
10299,9701
10647,9353
8329,11671
10185,9815
10597,9403
10285,9715
14123,5877
8473,11527
10161,9839
10205,9795
12801,7199
10318,9682
10322,9678
10592,9408
8356,11644
10367,9633
10704,9296
10199,9801
14612,5388
8435,11565
10256,9744
10115,9885
13317,6683
10315,9685
10096,9904
10883,9117
9110,10890
10333,9667
10831,9169
10409,9591
9356,10644
8334,11666
10189,9811
10190,9810
13306,6694
10301,9699
10164,9836
10724,9276
9018,10982
10376,9624
10848,9152
10272,9728
9913,10087
8377,11623
10306,9694
10194,9806
13209,6791
10132,9868
10286,9714
10737,9263
8973,11027
10209,9791
10793,9207
10371,9629
10359,9641
8383,11617
10187,9813
10245,9755
13159,6841
10258,9742
10132,9868
10805,9195
8949,11051
10190,9810
10813,9187
10313,9687
10902,9098
8318,11682
10337,9663
10116,9884
13062,6938
10148,9852
10222,9778
10675,9325
8977,11023
10237,9763
10742,9258
10150,9850
11381,8619
8317,11683
10149,9851
10187,9813
12976,7024
10233,9767
10221,9779
10758,9242
9042,10958
10122,9878
10761,9239
10250,9750
11861,8139
8348,11652
10204,9796
10128,9872
13020,6980
10215,9785
10156,9844
10614,9386
8825,11175
10360,9640
10711,9289
10308,9692
12374,7626
8467,11533
10219,9781
10175,9825
12996,7004
10329,9671
10180,9820
10830,9170
8939,11061
10354,9646
10631,9369
10145,9855
12624,7376
8455,11545
10266,9734
10119,9881
12917,7083
10176,9824
10216,9784
10624,9376
8883,11117
10301,9699
10772,9228
10351,9649
13262,6738
8583,11417
10168,9832
10150,9850
12979,7021
10154,9846
10181,9819
10726,9274
8820,11180
10294,9706
10761,9239
10381,9619
13711,6289
8616,11384
10189,9811
10322,9678
12800,7200
10296,9704
10141,9859
10617,9383
8910,11090
10314,9686
10694,9306
