tau1,tau2,tau3,fidelity
-0.25,0.25,-0.25,0.8794128481003268
-0.25,0.25,0.0,0.8923449907858948
-0.25,0.25,0.25,0.888170587955041
-0.25,0.25,0.5,0.8495278199221235
-0.25,0.5,-0.75,0.7592779918830965
-0.25,0.5,-0.5,0.8179600080432943
-0.25,0.5,-0.25,0.8448098318793053
-0.25,0.5,0.0,0.8606094663445452
-0.25,0.5,0.25,0.8661928189044563
-0.25,0.75,-0.5,0.7861487509095788
-0.25,0.75,-0.25,0.7991567597703617
-0.25,0.75,0.0,0.8025819338989889
-0.25,1.0,-0.25,0.7412826821836773
0.0,-1.0,0.0,0.7267385398956251
0.0,-0.75,-0.25,0.7860002802609867
0.0,-0.75,0.0,0.7883699502460881
0.0,-0.75,0.25,0.7808161305901113
0.0,-0.5,-0.5,0.8399732343714774
0.0,-0.5,-0.25,0.8558135697830745
0.0,-0.5,0.0,0.8545992341691191
0.0,-0.5,0.25,0.8524728872846858
0.0,-0.5,0.5,0.8290648545871282
0.0,-0.25,-0.75,0.779960955422245
0.0,-0.25,-0.5,0.8322344753669422
0.0,-0.25,-0.25,0.892412895255853
0.0,-0.25,0.0,0.9088542551219992
0.0,-0.25,0.25,0.8890502933306659
0.0,-0.25,0.5,0.8313499488223386
0.0,-0.25,0.75,0.7756635309222906
0.0,0.0,-1.0,0.7109900173012069
0.0,0.0,-0.75,0.7718312749281414
0.0,0.0,-0.5,0.827447522706926
0.0,0.0,-0.25,0.8862941246204863
0.0,0.0,0.0,0.9441305162608288
0.0,0.0,0.25,0.8933617594410208
0.0,0.0,0.5,0.8343569159037522
0.0,0.0,0.75,0.7771332834003717
0.0,0.0,1.0,0.7164707537831418
0.0,0.25,-0.75,0.7681796896017724
0.0,0.25,-0.5,0.8302091296363017
0.0,0.25,-0.25,0.8883538455900782
0.0,0.25,0.0,0.9123315866488342
0.0,0.25,0.25,0.9046758018508718
0.0,0.25,0.5,0.8450901557069077
0.0,0.25,0.75,0.7856170237055091
0.0,0.5,-0.5,0.8219320027455295
0.0,0.5,-0.25,0.8569546478139207
0.0,0.5,0.0,0.869111551962511
0.0,0.5,0.25,0.8685425943073728
0.0,0.5,0.5,0.8518737897867453
0.0,0.75,-0.25,0.7838755818605686
0.0,0.75,0.0,0.8055143768497876
0.0,0.75,0.25,0.7996626818847758
0.0,1.0,0.0,0.7422136404122099
0.25,-1.0,-0.25,0.7370414156341405
0.25,-0.75,-0.5,0.7997560315576282
0.25,-0.75,-0.25,0.7917120196641951
0.25,-0.75,0.0,0.7953003078319469
0.25,-0.5,-0.75,0.7702382602970808
0.25,-0.5,-0.5,0.8378358465270557
0.25,-0.5,-0.25,0.8535759416076072
0.25,-0.5,0.0,0.8501282215356056
0.25,-0.5,0.25,0.8450166320268965
0.25,-0.25,-1.0,0.7146105203622581
0.25,-0.25,-0.75,0.7764431708042374
0.25,-0.25,-0.5,0.8298470622478742
0.25,-0.25,-0.25,0.8961959712157864
0.25,-0.25,0.0,0.9039204724170682
0.25,-0.25,0.25,0.8903423070326594
0.25,-0.25,0.5,0.8333917266029947
0.25,0.0,-0.75,0.772286705847238
0.25,0.0,-0.5,0.8298247348837396
0.25,0.0,-0.25,0.8878409011537602
0.25,0.0,0.0,0.9245153348163524
0.25,0.0,0.25,0.8880713730923937
0.25,0.0,0.5,0.837923794203663
0.25,0.0,0.75,0.7723341244119077
0.25,0.25,-0.5,0.8237633535543692
0.25,0.25,-0.25,0.8803035412662727
0.25,0.25,0.0,0.8961716941070402
0.25,0.25,0.25,0.8893866977689182
0.25,0.25,0.5,0.8406092550129001
0.25,0.25,0.75,0.7781673455645539
0.25,0.25,1.0,0.7211459813160771
0.25,0.5,-0.25,0.8422642343882045
0.25,0.5,0.0,0.8626960305922934
0.25,0.5,0.25,0.8638933490203989
0.25,0.5,0.5,0.8377953704433023
0.25,0.5,0.75,0.7782765153072717
0.25,0.75,0.0,0.7897171327534271
0.25,0.75,0.25,0.7979922463685786
0.25,0.75,0.5,0.8076726273015915
0.25,1.0,0.25,0.7437776928226458
0.5,-1.0,-0.5,0.7406061597735338
0.5,-0.75,-0.75,0.7617190181322877
0.5,-0.75,-0.5,0.7896858665949571
0.5,-0.75,-0.25,0.7972794953045219
0.5,-0.5,-1.0,0.7120264852698667
0.5,-0.5,-0.75,0.7798312705945987
0.5,-0.5,-0.5,0.8189764678376051
0.5,-0.5,-0.25,0.8427064937224097
0.5,-0.5,0.0,0.8520216940491623
0.5,-0.25,-0.75,0.7707161107510969
0.5,-0.25,-0.5,0.8265519501335261
0.5,-0.25,-0.25,0.8527451844493198
0.5,-0.25,0.0,0.8575409014714404
0.5,-0.25,0.25,0.8629558106490205
0.5,0.0,-0.5,0.8341516408515326
0.5,0.0,-0.25,0.8562780562146356
0.5,0.0,0.0,0.8693109268640352
0.5,0.0,0.25,0.8626791358772218
0.5,0.0,0.5,0.8320458538534558
0.5,0.25,-0.25,0.8588809074503341
0.5,0.25,0.0,0.8671127768376198
0.5,0.25,0.25,0.8592127749861734
0.5,0.25,0.5,0.8290094790595505
0.5,0.25,0.75,0.7722564776861527
0.5,0.5,0.0,0.8513466506941406
0.5,0.5,0.25,0.8499205590086369
0.5,0.5,0.5,0.815053405829604
0.5,0.5,0.75,0.779567185475842
0.5,0.5,1.0,0.7110256735494762
0.5,0.75,0.25,0.7961247384654778
0.5,0.75,0.5,0.7974808208478453
0.5,0.75,0.75,0.7603874210372932
0.5,1.0,0.5,0.7425063878863134
0.75,-1.0,-0.75,0.713370751984843
0.75,-0.75,-1.0,0.7013881194372169
0.75,-0.75,-0.75,0.7408092515809064
0.75,-0.75,-0.5,0.7638326352758346
0.75,-0.5,-0.75,0.7548867665677744
0.75,-0.5,-0.5,0.7836985233904683
0.75,-0.5,-0.25,0.8055732537067877
0.75,-0.25,-0.5,0.7966204582325863
0.75,-0.25,-0.25,0.7977298848510237
0.75,-0.25,0.0,0.8016684541614292
0.75,0.0,-0.25,0.8052233221060482
0.75,0.0,0.0,0.7989042296690708
0.75,0.0,0.25,0.7980483882531133
0.75,0.25,0.0,0.8086600292771172
0.75,0.25,0.25,0.8106183315791566
0.75,0.25,0.5,0.7900999617142714
0.75,0.5,0.25,0.8123007697967407
0.75,0.5,0.5,0.7908760839690273
0.75,0.5,0.75,0.7589341348209855
0.75,0.75,0.5,0.760676091015749
0.75,0.75,0.75,0.7381907688799242
0.75,0.75,1.0,0.7071221300657237
0.75,1.0,0.75,0.706958292778707
1.0,-1.0,-1.0,0.6504640473352363
1.0,-0.75,-0.75,0.7045679477924287
1.0,-0.5,-0.5,0.7258512623417013
1.0,-0.25,-0.25,0.7454310712131418
1.0,0.0,0.0,0.7456327701138531
1.0,0.25,0.25,0.7404499013436454
1.0,0.5,0.5,0.7219541267548293
1.0,0.75,0.75,0.6892384641815412
1.0,1.0,1.0,0.6455992876937747
