0,1
15753,4247
10288,9712
10113,9887
5671,14329
10203,9797
10265,9735
10661,9339
6063,13937
10111,9889
10747,9253
10215,9785
5870,14130
14447,5553
10259,9741
10152,9848
6811,13189
10251,9749
10133,9867
10609,9391
5974,14026
10219,9781
10702,9298
10214,9786
6947,13053
13393,6607
10197,9803
10128,9872
8020,11980
10246,9754
10174,9826
10720,9280
5926,14074
10252,9748
10644,9356
10302,9698
8262,11738
11983,8017
10174,9826
10190,9810
9269,10731
10202,9798
10325,9675
10670,9330
5792,14208
10154,9846
10593,9407
10228,9772
9438,10562
10933,9067
10215,9785
10331,9669
10371,9629
10144,9856
10213,9787
10667,9333
5760,14240
10269,9731
10466,9534
10221,9779
10411,9589
9542,10458
10262,9738
10088,9912
11546,8454
10214,9786
10219,9781
10495,9505
5635,14365
10204,9796
10576,9424
10283,9717
11627,8373
8497,11503
10169,9831
10126,9874
12717,7283
10062,9938
10063,9937
10607,9393
5652,14348
10248,9752
10596,9404
10204,9796
12705,7295
7195,12805
10084,9916
10210,9790
14002,5998
10127,9873
10178,9822
10516,9484
5488,14512
10356,9644
10477,9523
10153,9847
13845,6155
5884,14116
10161,9839
10186,9814
15155,4845
9948,10052
10197,9803
10422,9578
5366,14634
10172,9828
10535,9465
10250,9750
15031,4969
14477,5523
10262,9738
10125,9875
7055,12945
10289,9711
10237,9763
10850,9150
7244,12756
10244,9756
10676,9324
10201,9799
5805,14195
13156,6844
10236,9764
10246,9754
8097,11903
10065,9935
10191,9809
10656,9344
7206,12794
10282,9718
10724,9276
10061,9939
6980,13020
14525,5475
10238,9762
10095,9905
6979,13021
10169,9831
10160,9840
10700,9300
7242,12758
10242,9758
10728,9272
10180,9820
7078,12922
15696,4304
10185,9815
10157,9843
5553,14447
10260,9740
10181,9819
10695,9305
7432,12568
10144,9856
10659,9341
10194,9806
7302,12698
12000,8000
10265,9735
10181,9819
9424,10576
10267,9733
10216,9784
10743,9257
7108,12892
10165,9835
10664,9336
10152,9848
8020,11980
13320,6680
10267,9733
10169,9831
8034,11966
10425,9575
10200,9800
10731,9269
7226,12774
10253,9747
10609,9391
10077,9923
8181,11819
14560,5440
10260,9740
10167,9833
6810,13190
10136,9864
10309,9691
10866,9134
7259,12741
10135,9865
10572,9428
10019,9981
8223,11777
10783,9217
10260,9740
10097,9903
10530,9470
9993,10007
10212,9788
10652,9348
7047,12953
10181,9819
10696,9304
10131,9869
9313,10687
12080,7920
10246,9754
10227,9773
9230,10770
10222,9778
10135,9865
10707,9293
7079,12921
10288,9712
10609,9391
10183,9817
9334,10666
13344,6656
10188,9812
10027,9973
7955,12045
10281,9719
10130,9870
10657,9343
7250,12750
10293,9707
10616,9384
10175,9825
9454,10546
9564,10436
10178,9822
10228,9772
11891,8109
10199,9801
10237,9763
10602,9398
7026,12974
10303,9697
10676,9324
10240,9760
10399,9601
10662,9338
10317,9683
10153,9847
10388,9612
10127,9873
10293,9707
10650,9350
6978,13022
10263,9737
10737,9263
10143,9857
10452,9548
12091,7909
10173,9827
10231,9769
9033,10967
10150,9850
10278,9722
10586,9414
7125,12875
10296,9704
10600,9400
10187,9813
10525,9475
8359,11641
10180,9820
10220,9780
12969,7031
10177,9823
10174,9826
10610,9390
6847,13153
10372,9628
10620,9380
10274,9726
11404,8596
9660,10340
10236,9764
10277,9723
11647,8353
10350,9650
10241,9759
10694,9306
6969,13031
10269,9731
10539,9461
10259,9741
11562,8438
10982,9018
10256,9744
10230,9770
10334,9666
10270,9730
10049,9951
10619,9381
6953,13047
10299,9701
10687,9313
10100,9900
11672,8328
7091,12909
10179,9821
10097,9903
14135,5865
10213,9787
10122,9878
10693,9307
6745,13255
10315,9685
10576,9424
10179,9821
12516,7484
8425,11575
10125,9875
10153,9847
12907,7093
10087,9913
10155,9845
10623,9377
6818,13182
10421,9579
10605,9395
10227,9773
12636,7364
9636,10364
10227,9773
10242,9758
11542,8458
10217,9783
10160,9840
10584,9416
6874,13126
10118,9882
10591,9409
10170,9830
12729,7271
5917,14083
10200,9800
10145,9855
15372,4628
10209,9791
10132,9868
10497,9503
6599,13401
10350,9650
10580,9420
10263,9737
13758,6242
7233,12767
10314,9686
10284,9716
13994,6006
10127,9873
10196,9804
10630,9370
6717,13283
10476,9524
10661,9339
10127,9873
13792,6208
8487,11513
10352,9648
10186,9814
12738,7262
10113,9887
10249,9751
10727,9273
6860,13140
10257,9743
10570,9430
10217,9783
13984,6016
7350,12650
10202,9798
10145,9855
13882,6118
10057,9943
10236,9764
10457,9543
6606,13394
10435,9565
10617,9383
10278,9722
15025,4975
13155,6845
10273,9727
10054,9946
8493,11507
10229,9771
10276,9724
10844,9156
8604,11396
10211,9789
10680,9320
10208,9792
5642,14358
11931,8069
10273,9727
10136,9864
9653,10347
10192,9808
10275,9725
10763,9237
8559,11441
10214,9786
10830,9170
10299,9701
6808,13192
13243,6757
10359,9641
10169,9831
8355,11645
10270,9730
10348,9652
10818,9182
8324,11676
10193,9807
10795,9205
10071,9929
6914,13086
14640,5360
10316,9684
10190,9810
6902,13098
10411,9589
10283,9717
10762,9238
8658,11342
10204,9796
10720,9280
10194,9806
7122,12878
10808,9192
10252,9748
10261,9739
10843,9157
10415,9585
10202,9798
10824,9176
8431,11569
10305,9695
10707,9293
10265,9735
7903,12097
12140,7860
10155,9845
10148,9852
9459,10541
10182,9818
10325,9675
10904,9096
8422,11578
10296,9704
10756,9244
10237,9763
7885,12115
13267,6733
10314,9686
10223,9777
8169,11831
10232,9768
10110,9890
10854,9146
8568,11432
10190,9810
10753,9247
10277,9723
8137,11863
14677,5323
10135,9865
10118,9882
6942,13058
10414,9586
10303,9697
10650,9350
8483,11517
10207,9793
10701,9299
10161,9839
8155,11845
15887,4113
10302,9698
10143,9857
5552,14448
10216,9784
10160,9840
10764,9236
8480,11520
10137,9863
10649,9351
10123,9877
8288,11712
9548,10452
10323,9677
10184,9816
11942,8058
10262,9738
10057,9943
10742,9258
8208,11792
10214,9786
10861,9139
10232,9768
9037,10963
10743,9257
10326,9674
10127,9873
10660,9340
10226,9774
10164,9836
10700,9300
8340,11660
10303,9697
10715,9285
10231,9769
9097,10903
12083,7917
10268,9732
10162,9838
9503,10497
10240,9760
10118,9882
10822,9178
8372,11628
10288,9712
10724,9276
10357,9643
9138,10862
13412,6588
10226,9774
10294,9706
8126,11874
10227,9773
10187,9813
10860,9140
8473,11527
10103,9897
10754,9246
10200,9800
9438,10562
14706,5294
10290,9710
10220,9780
6891,13109
10290,9710
10210,9790
