tau1,tau2,tau3,fidelity
-0.8947368421052632,-0.052631578947368474,0,0.7315507686851237
-0.8947368421052632,0.05263157894736836,0,0.7319136951632736
-0.7894736842105263,-0.1578947368421053,0,0.754937717244096
-0.7894736842105263,-0.052631578947368474,0,0.7658850712093694
-0.7894736842105263,0.05263157894736836,0,0.755537216665423
-0.7894736842105263,0.1578947368421053,0,0.7614402863976149
-0.6842105263157895,-0.26315789473684215,0,0.7791603683251962
-0.6842105263157895,-0.1578947368421053,0,0.7866974305268872
-0.6842105263157895,-0.052631578947368474,0,0.7848216645075544
-0.6842105263157895,0.05263157894736836,0,0.7869809662531275
-0.6842105263157895,0.1578947368421053,0,0.7876213988016513
-0.6842105263157895,0.26315789473684204,0,0.7915973757053496
-0.5789473684210527,-0.368421052631579,0,0.8118605169883234
-0.5789473684210527,-0.26315789473684215,0,0.8146583176105032
-0.5789473684210527,-0.1578947368421053,0,0.811552588503275
-0.5789473684210527,-0.052631578947368474,0,0.8104749868569887
-0.5789473684210527,0.05263157894736836,0,0.8078619275617385
-0.5789473684210527,0.1578947368421053,0,0.8136000843549708
-0.5789473684210527,0.26315789473684204,0,0.8141998686573482
-0.5789473684210527,0.36842105263157876,0,0.8140716844731928
-0.4736842105263158,-0.4736842105263158,0,0.8345396532631113
-0.4736842105263158,-0.368421052631579,0,0.8328756225445845
-0.4736842105263158,-0.26315789473684215,0,0.8314849080238305
-0.4736842105263158,-0.1578947368421053,0,0.8344411161495666
-0.4736842105263158,-0.052631578947368474,0,0.8380867497268787
-0.4736842105263158,0.05263157894736836,0,0.8356089286941776
-0.4736842105263158,0.1578947368421053,0,0.841058395815292
-0.4736842105263158,0.26315789473684204,0,0.842011432042741
-0.4736842105263158,0.36842105263157876,0,0.8410494322086423
-0.4736842105263158,0.4736842105263157,0,0.8451109902667218
-0.368421052631579,-0.5789473684210527,0,0.8306184126305304
-0.368421052631579,-0.4736842105263158,0,0.8465813650996536
-0.368421052631579,-0.368421052631579,0,0.8637187954718688
-0.368421052631579,-0.26315789473684215,0,0.8595066662143787
-0.368421052631579,-0.1578947368421053,0,0.8629717526077915
-0.368421052631579,-0.052631578947368474,0,0.8634788974147292
-0.368421052631579,0.05263157894736836,0,0.8631358407356974
-0.368421052631579,0.1578947368421053,0,0.8684000671772782
-0.368421052631579,0.26315789473684204,0,0.870175002544967
-0.368421052631579,0.36842105263157876,0,0.870838308247593
-0.368421052631579,0.4736842105263157,0,0.8611142265032354
-0.368421052631579,0.5789473684210527,0,0.8399573034593779
-0.26315789473684215,-0.6842105263157895,0,0.8091037244194045
-0.26315789473684215,-0.5789473684210527,0,0.8276639048417987
-0.26315789473684215,-0.4736842105263158,0,0.8540822702330902
-0.26315789473684215,-0.368421052631579,0,0.8766348241736074
-0.26315789473684215,-0.26315789473684215,0,0.8862596187084307
-0.26315789473684215,-0.1578947368421053,0,0.8845939770171855
-0.26315789473684215,-0.052631578947368474,0,0.8905418661270311
-0.26315789473684215,0.05263157894736836,0,0.8902981473814772
-0.26315789473684215,0.1578947368421053,0,0.8911437339882259
-0.26315789473684215,0.26315789473684204,0,0.8912584077663065
-0.26315789473684215,0.36842105263157876,0,0.8826171626021635
-0.26315789473684215,0.4736842105263157,0,0.8686637537263804
-0.26315789473684215,0.5789473684210527,0,0.8456420573959842
-0.26315789473684215,0.6842105263157894,0,0.8087866024939949
-0.1578947368421053,-0.7894736842105263,0,0.7749816301454949
-0.1578947368421053,-0.6842105263157895,0,0.810356495332882
-0.1578947368421053,-0.5789473684210527,0,0.832961466796836
-0.1578947368421053,-0.4736842105263158,0,0.8585049167234002
-0.1578947368421053,-0.368421052631579,0,0.8855856773769155
