lambda1, lambda2, lambda3, fidelidad
0.5,0.5,1.0,0.5890275104375651
0.5,0.75,0.25,0.712944825235094
0.5,0.75,0.5,0.833265190353824
0.5,0.75,0.75,0.7353944948743926
0.5,1.0,0.5,0.618109452749011
0.75,-1.0,-0.75,0.4968326835667877
0.75,-0.75,-1.0,0.490151616211125
0.75,-0.75,-0.75,0.742934465132782
0.75,-0.75,-0.5,0.6455728371158567
0.75,-0.5,-0.75,0.6790868782352303
0.75,-0.5,-0.5,0.8218696241418796
0.75,-0.5,-0.25,0.6807815895779746
0.75,-0.25,-0.5,0.718342606337425
0.75,-0.25,-0.25,0.8744337187560652
0.75,-0.25,0.0,0.6578425951975536
0.75,0.0,-0.25,0.6827892759767753
0.75,0.0,0.0,0.8596257763042567
0.75,0.0,0.25,0.718074310128568
0.75,0.25,0.0,0.7002043375528691
0.75,0.25,0.25,0.7837251981606361
0.75,0.25,0.5,0.7344165192124049
0.75,0.5,0.25,0.6942209617309699
0.75,0.5,0.5,0.8449119464417241
0.75,0.5,0.75,0.7082056865522599
0.75,0.75,0.5,0.6888430932717395
0.75,0.75,0.75,0.7357567372259176
0.75,0.75,1.0,0.5174359524385861
0.75,1.0,0.75,0.552636825610221
1.0,-1.0,-1.0,0.33751250000000005
1.0,-0.75,-0.75,0.45138007923202705
1.0,-0.5,-0.5,0.46532776905220546
1.0,-0.25,-0.25,0.49074377066044705
1.0,0.0,0.0,0.49863909085258507
1.0,0.25,0.25,0.49074377066044705
1.0,0.5,0.5,0.46532776905220546
1.0,0.75,0.75,0.4144593041401852
1.0,1.0,1.0,0.2499999999999999
