lambda1, lambda2, lambda3, fidelidad
-0.9047619047619048,-0.5238095238095238,0.5,0.7172237097950854
-0.9047619047619048,-0.4285714285714286,0.5,0.7273417675923948
-0.8095238095238095,-0.6190476190476191,0.5,0.7236871691671867
-0.8095238095238095,-0.5238095238095238,0.5,0.7380915113554356
-0.8095238095238095,-0.4285714285714286,0.5,0.7514570465812216
-0.8095238095238095,-0.33333333333333337,0.5,0.744497101621562
-0.7142857142857143,-0.7142857142857143,0.5,0.7212384536473322
-0.7142857142857143,-0.6190476190476191,0.5,0.7382271312132855
-0.7142857142857143,-0.5238095238095238,0.5,0.7515978289736543
-0.7142857142857143,-0.4285714285714286,0.5,0.7666053756586745
-0.7142857142857143,-0.33333333333333337,0.5,0.7680371444596308
-0.7142857142857143,-0.23809523809523814,0.5,0.7776546218320963
-0.6190476190476191,-0.8095238095238095,0.5,0.7247527952715601
-0.6190476190476191,-0.7142857142857143,0.5,0.7370675924256263
-0.6190476190476191,-0.6190476190476191,0.5,0.7529740427294501
-0.6190476190476191,-0.5238095238095238,0.5,0.7623852753848986
-0.6190476190476191,-0.4285714285714286,0.5,0.7780956375244863
-0.6190476190476191,-0.33333333333333337,0.5,0.7876286253507424
-0.6190476190476191,-0.23809523809523814,0.5,0.7956317866506407
-0.6190476190476191,-0.1428571428571429,0.5,0.7941209086175105
-0.5238095238095238,-0.9047619047619048,0.5,0.7250348471529834
-0.5238095238095238,-0.8095238095238095,0.5,0.734676344517703
-0.5238095238095238,-0.7142857142857143,0.5,0.7537489340788909
-0.5238095238095238,-0.6190476190476191,0.5,0.7650488697680374
-0.5238095238095238,-0.5238095238095238,0.5,0.7711173806301757
-0.5238095238095238,-0.4285714285714286,0.5,0.7869688432953109
-0.5238095238095238,-0.33333333333333337,0.5,0.7949363666067458
-0.5238095238095238,-0.23809523809523814,0.5,0.817583013394949
-0.5238095238095238,-0.1428571428571429,0.5,0.8126661694677446
-0.5238095238095238,-0.04761904761904767,0.5,0.8177361670506249
-0.4285714285714286,-0.9047619047619048,0.5,0.734669776530378
-0.4285714285714286,-0.8095238095238095,0.5,0.7516126681318877
-0.4285714285714286,-0.7142857142857143,0.5,0.7636927688317086
-0.4285714285714286,-0.6190476190476191,0.5,0.7712102738225457
-0.4285714285714286,-0.5238095238095238,0.5,0.787200332896117
-0.4285714285714286,-0.4285714285714286,0.5,0.7972905094762837
-0.4285714285714286,-0.33333333333333337,0.5,0.8108823354626107
-0.4285714285714286,-0.23809523809523814,0.5,0.8202850811013052
-0.4285714285714286,-0.1428571428571429,0.5,0.8315288446993163
-0.4285714285714286,-0.04761904761904767,0.5,0.8344787658293419
-0.4285714285714286,0.04761904761904745,0.5,0.8440434214388601
-0.33333333333333337,-0.8095238095238095,0.5,0.756843439678017
-0.33333333333333337,-0.7142857142857143,0.5,0.7745507925148841
-0.33333333333333337,-0.6190476190476191,0.5,0.7850644028562771
-0.33333333333333337,-0.5238095238095238,0.5,0.7950918867964796
-0.33333333333333337,-0.4285714285714286,0.5,0.8089076671379125
-0.33333333333333337,-0.33333333333333337,0.5,0.8321050944376818
-0.33333333333333337,-0.23809523809523814,0.5,0.8278354511584034
-0.33333333333333337,-0.1428571428571429,0.5,0.8334203660122445
-0.33333333333333337,-0.04761904761904767,0.5,0.8451827969146474
-0.33333333333333337,0.04761904761904745,0.5,0.8472761398678867
-0.33333333333333337,0.1428571428571428,0.5,0.8475710726832838
-0.23809523809523814,-0.7142857142857143,0.5,0.7838846544404241
-0.23809523809523814,-0.6190476190476191,0.5,0.799411414905988
-0.23809523809523814,-0.5238095238095238,0.5,0.8102248571475834
-0.23809523809523814,-0.4285714285714286,0.5,0.8167564194271398
-0.23809523809523814,-0.33333333333333337,0.5,0.8314276955770106
-0.23809523809523814,-0.23809523809523814,0.5,0.8331837202123593
-0.23809523809523814,-0.1428571428571429,0.5,0.8486636381292776
-0.23809523809523814,-0.04761904761904767,0.5,0.8397016425160518
-0.23809523809523814,0.04761904761904745,0.5,0.851578147868133
-0.23809523809523814,0.1428571428571428,0.5,0.8472957214766784
-0.23809523809523814,0.23809523809523814,0.5,0.8441649994422225
-0.1428571428571429,-0.6190476190476191,0.5,0.8050818542409952
-0.1428571428571429,-0.5238095238095238,0.5,0.8164288379836728
-0.1428571428571429,-0.4285714285714286,0.5,0.8335710092734001
-0.1428571428571429,-0.33333333333333337,0.5,0.8301792558896949
-0.1428571428571429,-0.23809523809523814,0.5,0.8418376240647116
-0.1428571428571429,-0.1428571428571429,0.5,0.8383927212741449
-0.1428571428571429,-0.04761904761904767,0.5,0.8370198977306811
-0.1428571428571429,0.04761904761904745,0.5,0.8428429185024198
-0.1428571428571429,0.1428571428571428,0.5,0.844248864154563
-0.1428571428571429,0.23809523809523814,0.5,0.8406799066435086
-0.1428571428571429,0.33333333333333326,0.5,0.8419782438775892
-0.04761904761904767,-0.5238095238095238,0.5,0.8166829641334601
-0.04761904761904767,-0.4285714285714286,0.5,0.8285972435870546
-0.04761904761904767,-0.33333333333333337,0.5,0.8304985833703963
-0.04761904761904767,-0.23809523809523814,0.5,0.8374409791965676
-0.04761904761904767,-0.1428571428571429,0.5,0.8356817143175175
-0.04761904761904767,-0.04761904761904767,0.5,0.8412834254800313
-0.04761904761904767,0.04761904761904745,0.5,0.8427481826360463
-0.04761904761904767,0.1428571428571428,0.5,0.8420458680553816
-0.04761904761904767,0.23809523809523814,0.5,0.8506350559290727
-0.04761904761904767,0.33333333333333326,0.5,0.8511323099178094
-0.04761904761904767,0.4285714285714284,0.5,0.8451609850331652
0.04761904761904745,-0.4285714285714286,0.5,0.8204851258062198
0.04761904761904745,-0.33333333333333337,0.5,0.8258345985437366
0.04761904761904745,-0.23809523809523814,0.5,0.8313256904461226
