tau1,tau2,tau3,fidelity
1.0,1.0,1.0,0.6505101353538074
1.0,0.92,0.92,0.6597040895239457
1.0,0.84,0.84,0.6724191815617803
1.0,0.76,0.76,0.6962828134720929
1.0,0.6599999999999999,0.6599999999999999,0.7149980705855224
1.0,0.5800000000000001,0.5800000000000001,0.7265096564583465
1.0,0.5,0.5,0.7462179463419187
1.0,0.42000000000000004,0.42000000000000004,0.7355757065435954
1.0,0.33999999999999997,0.33999999999999997,0.7460113243759028
1.0,0.24,0.24,0.7480933406544481
1.0,0.16000000000000003,0.16000000000000003,0.7433169735529187
1.0,0.07999999999999996,0.07999999999999996,0.744752803035106
1.0,0.0,0.0,0.7376117533295057
1.0,-0.08000000000000007,-0.08000000000000007,0.7430166189071883
1.0,-0.15999999999999992,-0.15999999999999992,0.7541568485628335
1.0,-0.24,-0.24,0.7516835486138984
1.0,-0.3400000000000001,-0.3400000000000001,0.7420372006127369
1.0,-0.41999999999999993,-0.41999999999999993,0.7500179218786694
1.0,-0.5,-0.5,0.7512423887125844
1.0,-0.5800000000000001,-0.5800000000000001,0.7419355492608246
1.0,-0.6599999999999999,-0.6599999999999999,0.7430725719789738
1.0,-0.76,-0.76,0.7194872959403575
1.0,-0.8400000000000001,-0.8400000000000001,0.6963845844041157
1.0,-0.9199999999999999,-0.9199999999999999,0.6839783604547589
1.0,-1.0,-1.0,0.6785179875669549
