tau1,tau2,tau3,fidelity
1.0,1.0,1.0,0.6362077231973853
0.96,0.96,0.96,0.6532923767919276
0.9199999999999999,0.9199999999999999,0.9199999999999999,0.6682194865060397
0.8799999999999999,0.8799999999999999,0.8799999999999999,0.6806449871412852
0.8400000000000001,0.8400000000000001,0.8400000000000001,0.6918401092417397
0.8,0.8,0.8,0.7122712543487806
0.76,0.76,0.76,0.7308622592214393
0.72,0.72,0.72,0.7334602925613973
0.6799999999999999,0.6799999999999999,0.6799999999999999,0.7614328537120499
0.6400000000000001,0.6400000000000001,0.6400000000000001,0.7762881211938077
0.6000000000000001,0.6000000000000001,0.6000000000000001,0.7741917316354698
0.56,0.56,0.56,0.8011628324762459
0.52,0.52,0.52,0.8062946646289957
0.43999999999999995,0.43999999999999995,0.43999999999999995,0.8344004394701781
0.39999999999999997,0.39999999999999997,0.39999999999999997,0.8612564753473115
0.35999999999999993,0.35999999999999993,0.35999999999999993,0.8704969847831381
0.3199999999999999,0.3199999999999999,0.3199999999999999,0.8850274727456826
0.28,0.28,0.28,0.8854167151870311
0.24,0.24,0.24,0.9072613314007557
0.19999999999999996,0.19999999999999996,0.19999999999999996,0.9121878418631897
0.1600000000000001,0.1600000000000001,0.1600000000000001,0.9339994893264276
0.12000000000000005,0.12000000000000005,0.12000000000000005,0.9318501654693001
0.08000000000000002,0.08000000000000002,0.08000000000000002,0.9408801427483295
0.040000000000000036,0.040000000000000036,0.040000000000000036,0.9365385548789527
0.0,0.0,0.0,0.9319751150458118
